phone_index,phone,human_grade,ctc_viterbi_lpp,mfa_lpp,ctc_viterbi_start,ctc_viterbi_end,mfa_start,mfa_end,split,utterance,speaker
0,AA,0.4,-0.01996009051799774,-7.76089334487915,0.6007109004739336,0.6407582938388625,0.52,0.65,test,096400020,9640
1,TH,0.8,-9.097695350646973,-12.39081859588623,0.6808056872037914,0.7008293838862558,0.65,0.81,test,096400020,9640
2,ER,0.0,-11.032859802246094,-11.973526000976562,0.7008293838862558,0.7208530805687203,0.81,0.84,test,096400020,9640
3,N,2.0,-0.004659546539187431,-6.146140098571777,0.8209715639810427,0.8610189573459714,0.84,0.89,test,096400020,9640
4,OW,0.4,-8.736870765686035,-12.694120407104492,1.021208530805687,1.0412322274881516,0.89,1.08,test,096400020,9640
5,T,1.6,-0.00718083418905735,-9.553500175476074,1.141350710900474,1.1613744075829384,1.08,1.24,test,096400020,9640
6,HH,2.0,-0.1367207169532776,-6.519750595092773,1.8221563981042652,1.902251184834123,1.75,1.93,test,096400020,9640
8,L,2.0,-0.035574790090322495,-3.011089324951172,2.082464454976303,2.1425355450236965,2.07,2.16,test,096400020,9640
9,OW,2.0,-0.01592608168721199,-9.287053108215332,2.262677725118483,2.302725118483412,2.16,2.36,test,096400020,9640
10,AH,2.0,-0.004960847552865744,-9.518475532531738,2.4428909952606634,2.4629146919431277,2.39,2.48,test,096400020,9640
11,G,2.0,-0.001396991079673171,-10.571027755737305,2.603080568720379,2.6231042654028434,2.48,2.65,test,096400020,9640
12,EH,1.0,-9.939746856689453,-11.339007377624512,2.74324644549763,2.7632701421800947,2.65,2.84,test,096400020,9640
13,N,2.0,-0.2237476110458374,-10.782503128051758,2.823341232227488,2.8433649289099523,2.84,2.89,test,096400020,9640
14,EH,2.0,-4.8737921714782715,-12.166058540344238,3.1637440758293836,3.1837677725118483,3.05,3.22,test,096400020,9640
15,V,2.0,-0.01201536227017641,-2.2504353523254395,3.263862559241706,3.303909952606635,3.22,3.32,test,096400020,9640
16,R,2.0,-0.04674890637397766,-0.3689049482345581,3.303909952606635,3.363981042654028,3.32,3.39,test,096400020,9640
17,IY,2.0,-0.119612917304039,-8.122005462646484,3.4240521327014215,3.4640995260663505,3.39,3.49,test,096400020,9640
18,W,2.0,-0.07630715519189835,-8.782698631286621,3.544194312796208,3.584241706161137,3.49,3.6,test,096400020,9640
19,AH,2.0,-0.005376522429287434,-12.56672477722168,3.664336492890995,3.6843601895734595,3.6,3.65,test,096400020,9640
20,N,2.0,-3.626034736633301,-8.73729133605957,3.7244075829383885,3.7444312796208528,3.65,3.72,test,096400020,9640
0,EH,2.0,-8.377365112304688,-12.494109153747559,0.5805686274509805,0.6005882352941176,0.49,0.67,test,096400021,9640
1,V,1.8,-10.036277770996094,-13.505956649780273,0.6005882352941176,0.6206078431372549,0.67,0.7,test,096400021,9640
3,IY,2.0,-8.202083587646484,-12.535297393798828,0.9008823529411766,0.9209019607843137,0.84,0.94,test,096400021,9640
4,M,2.0,-0.004018858540803194,-10.411980628967285,0.9609411764705883,1.0210000000000001,0.94,1.43,test,096400021,9640
5,IH,2.0,-7.540527820587158,-11.208589553833008,1.2011764705882353,1.2211960784313727,1.43,1.52,test,096400021,9640
6,N,2.0,-0.008461353369057178,-9.618642807006836,1.3012745098039216,1.3413137254901961,1.52,1.55,test,096400021,9640
8,T,2.0,-1.5003653764724731,-9.951494216918945,1.6816470588235295,1.721686274509804,1.62,1.8,test,096400021,9640
9,S,2.0,-0.06846112757921219,-10.038448333740234,2.282235294117647,2.342294117647059,2.24,2.62,test,096400021,9640
10,IY,2.0,-0.0019136227201670408,-9.47421646118164,2.722666666666667,2.742686274509804,2.62,2.8,test,096400021,9640
11,M,1.8,-0.0009848382323980331,-10.695809364318848,2.8227647058823533,2.8628039215686276,2.8,3.09,test,096400021,9640
12,D,0.2,-8.424212455749512,-12.536796569824219,3.022960784313726,3.042980392156863,3.09,3.12,test,096400021,9640
13,L,2.0,-0.004503224510699511,-1.3709187507629395,3.1430784313725493,3.1831176470588236,3.12,3.19,test,096400021,9640
14,AY,2.0,-0.7205234169960022,-10.569465637207031,3.28321568627451,3.3032352941176475,3.19,3.38,test,096400021,9640
15,K,2.0,-0.0819229781627655,-9.172521591186523,3.4834117647058824,3.523450980392157,3.38,3.55,test,096400021,9640
17,N,2.0,-9.4225435256958,-10.318802833557129,4.104019607843138,4.124039215686275,3.79,3.83,test,096400021,9640
21,Z,0.0,-8.592103958129883,-13.18105697631836,4.564470588235294,4.5844901960784314,4.6,4.63,test,096400021,9640
0,AA,2.0,-0.0012494821567088366,-11.20706844329834,0.7044,0.7446514285714285,0.47,0.72,test,096400022,9640
1,L,2.0,-5.025081634521484,-7.537538528442383,0.7446514285714285,0.7647771428571428,0.72,0.78,test,096400022,9640
2,HH,2.0,-0.18651936948299408,-5.6119279861450195,0.8452799999999999,0.9257828571428571,0.78,0.95,test,096400022,9640
3,EH,0.4,-7.114857196807861,-12.308247566223145,1.0666628571428571,1.0867885714285714,0.95,1.48,test,096400022,9640
4,D,0.0,-0.05245266482234001,-12.860372543334961,1.2477942857142856,1.26792,1.48,1.52,test,096400022,9640
5,Z,0.0,-9.796091079711914,-13.580881118774414,1.4088,1.4289257142857141,1.52,1.55,test,096400022,9640
6,T,2.0,-0.0013609204906970263,-9.606525421142578,1.6301828571428572,1.6503085714285715,1.6,1.69,test,096400022,9640
7,ER,2.0,-8.773696899414062,-12.229923248291016,1.7509371428571427,1.771062857142857,1.69,1.78,test,096400022,9640
8,N,2.0,-0.031543511897325516,-5.352506160736084,1.7911885714285714,1.8515657142857143,1.78,1.89,test,096400022,9640
9,D,2.0,-0.053446926176548004,-12.774890899658203,1.9320685714285712,1.9521942857142855,1.89,1.92,test,096400022,9640
10,DH,2.0,-0.07988319545984268,-7.112757205963135,2.4553371428571427,2.4955885714285713,1.92,1.95,test,096400022,9640
11,EH,2.0,-5.006626605987549,-12.1948823928833,2.6968457142857143,2.7169714285714286,1.95,2.11,test,096400022,9640
12,R,2.0,-1.317299246788025,-12.59823226928711,2.7169714285714286,2.737097142857143,2.11,2.17,test,096400022,9640
13,W,2.0,-0.008267992176115513,-9.465232849121094,2.8176,2.8578514285714283,2.45,2.52,test,096400022,9640
14,EY,2.0,-4.3255934715271,-11.733559608459473,2.9383542857142855,2.9584799999999998,2.52,3.02,test,096400022,9640
0,B,2.0,-0.014026631601154804,-6.9758734703063965,0.4811134020618557,0.501159793814433,0.47,0.51,test,096400024,9640
1,AH,2.0,-4.06146764755249,-11.102272033691406,0.621438144329897,0.6414845360824742,0.51,0.67,test,096400024,9640
3,DH,2.0,-0.002405370818451047,-3.965588331222534,0.7016237113402062,0.7216701030927836,0.67,0.73,test,096400024,9640
4,IH,2.0,-0.024368401616811752,-8.546269416809082,0.942180412371134,0.9822731958762887,0.73,1.01,test,096400024,9640
5,S,2.0,-6.923089027404785,-11.158626556396484,1.0424123711340207,1.062458762886598,1.01,1.13,test,096400024,9640
6,W,2.0,-0.0038281031884253025,-10.237913131713867,1.2228298969072164,1.242876288659794,1.13,1.27,test,096400024,9640
8,N,2.0,-6.171498775482178,-9.397180557250977,1.4633865979381444,1.503479381443299,1.46,1.54,test,096400024,9640
9,T,0.0,-0.0014751992421224713,-9.690105438232422,1.6037113402061856,1.6237577319587628,1.54,1.62,test,096400024,9640
10,S,0.0,-10.593255043029785,-12.840181350708008,1.824221649484536,1.8442680412371135,1.62,1.66,test,096400024,9640
11,F,2.0,-0.001890540006570518,-12.973626136779785,2.0447319587628865,2.0647783505154638,1.66,1.69,test,096400024,9640
12,AA,2.0,-0.004487800411880016,-9.886977195739746,2.2251494845360824,2.2451958762886597,1.69,1.87,test,096400024,9640
13,R,2.0,-2.999953031539917,-12.009623527526855,2.265242268041237,2.2852886597938147,1.87,1.92,test,096400024,9640
14,DH,2.0,-2.192655086517334,-12.585768699645996,2.365474226804124,2.385520618556701,1.92,2.09,test,096400024,9640
15,ER,2.0,-7.74097204208374,-11.132989883422852,2.5458917525773197,2.565938144329897,2.09,2.76,test,096400024,9640
16,EH,0.4,-4.06486177444458,-11.349884033203125,2.646123711340206,2.666170103092784,2.8,2.91,test,096400024,9640
17,K,0.0,-9.365416526794434,-12.26426887512207,2.866634020618557,2.8866804123711343,2.91,2.94,test,096400024,9640
18,S,0.0,-9.664724349975586,-12.385943412780762,2.8866804123711343,2.9067268041237115,2.94,2.97,test,096400024,9640
19,P,0.8,-0.005530324764549732,-6.569271087646484,2.9869123711340206,3.027005154639175,2.97,3.04,test,096400024,9640
20,L,0.8,-0.0006000386783853173,-0.0006000386783853173,3.0470515463917525,3.0871443298969075,3.04,3.08,test,096400024,9640
21,AH,0.0,-9.631089210510254,-12.170404434204102,3.187376288659794,3.207422680412371,3.08,3.24,test,096400024,9640
22,N,0.0,-0.0016364587936550379,-2.9262824058532715,3.2475154639175257,3.2876082474226807,3.24,3.34,test,096400024,9640
23,EY,0.0,-10.012746810913086,-9.64366340637207,3.2876082474226807,3.307654639175258,3.34,3.37,test,096400024,9640
24,SH,0.0,-12.063314437866211,-14.021749496459961,3.327701030927835,3.3477474226804125,3.37,3.38,test,096400024,9640
25,N,0.0,-6.325327396392822,-12.579610824584961,3.3477474226804125,3.3677938144329898,3.41,3.44,test,096400024,9640
0,M,2.0,-0.0008380476501770318,-5.5988054275512695,0.5409113924050633,0.5609451476793249,0.52,0.6,test,096400025,9640
1,AY,2.0,-0.039724357426166534,-10.457947731018066,0.7212151898734177,0.7612827004219409,0.6,0.83,test,096400025,9640
2,OW,2.0,-2.729918956756592,-12.35663890838623,1.3021940928270042,1.322227848101266,0.83,1.39,test,096400025,9640
3,N,2.0,-0.004805786069482565,-7.077983856201172,1.4223966244725739,1.462464135021097,1.39,1.53,test,096400025,9640
4,OW,2.0,-5.056654453277588,-11.641706466674805,1.8230717299578059,1.8431054852320674,1.65,1.9,test,096400025,9640
5,N,2.0,-0.0062348381616175175,-9.433497428894043,1.923240506329114,1.9432742616033756,1.9,2.04,test,096400025,9640
6,D,2.0,-0.0014754373114556074,-8.648590087890625,2.1035443037974684,2.12357805907173,2.08,2.14,test,096400025,9640
7,AA,1.8,-0.0008498394163325429,-12.737287521362305,2.263814345991561,2.2838481012658227,2.14,2.25,test,096400025,9640
8,R,2.0,-0.0010136942146345973,-4.928283214569092,2.2838481012658227,2.323915611814346,2.25,2.34,test,096400025,9640
9,L,2.0,-8.34384822845459,-8.34384822845459,2.343949367088608,2.3639831223628693,2.34,2.37,test,096400025,9640
10,IH,2.0,-1.2852883338928223,-7.646444320678711,2.4040506329113924,2.424084388185654,2.37,2.43,test,096400025,9640
11,NG,2.0,-0.005014224909245968,-12.2042818069458,2.4441181434599155,2.464151898734177,2.43,2.64,test,096400025,9640
12,D,2.0,-0.0013893722789362073,-5.818589687347412,2.724590717299578,2.7446244725738396,2.71,2.76,test,096400025,9640
13,AA,1.8,-0.005192761775106192,-12.812275886535645,2.8648270042194093,2.9048945147679324,2.76,2.84,test,096400025,9640
14,R,2.0,-0.0269025731831789,-5.487592697143555,2.9048945147679324,2.944962025316456,2.84,2.94,test,096400025,9640
15,L,2.0,-6.782466411590576,-6.952160358428955,2.9649957805907174,2.985029535864979,2.94,2.97,test,096400025,9640
16,IH,2.0,-4.510978698730469,-7.957290172576904,3.025097046413502,3.0451308016877636,2.97,3.03,test,096400025,9640
17,NG,2.0,-0.003508723108097911,-9.953821182250977,3.0451308016877636,3.065164556962025,3.03,3.12,test,096400025,9640
18,D,2.0,-0.0014548442559316754,-10.985699653625488,3.225434599156118,3.24546835443038,3.12,3.26,test,096400025,9640
19,AA,1.8,-0.009853491559624672,-12.805757522583008,3.3456371308016877,3.3857046413502108,3.26,3.31,test,096400025,9640
20,R,2.0,-0.0022888313978910446,-7.227718353271484,3.3857046413502108,3.4257721518987343,3.31,3.42,test,096400025,9640
21,L,2.0,-1.442065715789795,-1.442065715789795,3.4257721518987343,3.445805907172996,3.42,3.45,test,096400025,9640
22,IH,2.0,-1.4773797988891602,-7.671741485595703,3.5059071729957805,3.525940928270042,3.45,3.53,test,096400025,9640
23,NG,2.0,-0.004532183986157179,-11.172825813293457,3.545974683544304,3.5660084388185656,3.53,3.74,test,096400025,9640
24,JH,1.2,-4.1112518310546875,-9.561500549316406,3.986717299578059,4.00675105485232,3.96,4.03,test,096400025,9640
25,UW,0.0,-10.43121337890625,-10.27924919128418,4.0468185654008435,4.066852320675105,4.03,4.07,test,096400025,9640
26,AH,0.8,-7.782979488372803,-11.18216323852539,4.187054852320675,4.207088607594937,4.07,4.08,test,096400025,9640
27,L,0.8,-7.4328999519348145,-11.48317813873291,4.207088607594937,4.227122362869198,4.08,4.26,test,096400025,9640
0,Y,2.0,-0.00150351133197546,-7.592020511627197,0.5622826086956522,0.6024456521739131,0.51,0.6,test,096400026,9640
1,UW,2.0,-4.930456161499023,-8.99166202545166,0.7028532608695652,0.7229347826086957,0.6,0.74,test,096400026,9640
2,M,2.0,-0.0014710158575326204,-8.074877738952637,0.7630978260869565,0.8032608695652175,0.74,0.86,test,096400026,9640
3,EY,2.0,-0.0016433794517070055,-10.820459365844727,0.9639130434782609,0.9839945652173914,0.86,1.06,test,096400026,9640
4,K,2.0,-0.0019388464279472828,-10.925539016723633,1.1245652173913043,1.144646739130435,1.06,1.24,test,096400026,9640
5,AH,1.8,-0.0018279524520039558,-11.947566032409668,1.3052989130434782,1.3253804347826088,1.24,1.28,test,096400026,9640
6,N,2.0,-0.021085049957036972,-8.275615692138672,1.3454619565217392,1.385625,1.28,1.46,test,096400026,9640
7,T,2.0,-0.003497200319543481,-10.737123489379883,1.4860326086956521,1.5061141304347827,1.46,1.6,test,096400026,9640
8,IH,2.0,-5.549985885620117,-7.288295745849609,1.6266032608695653,1.6466847826086957,1.6,1.66,test,096400026,9640
9,N,2.0,-0.0016609291778877378,-6.10397481918335,1.6868478260869566,1.7270108695652175,1.66,1.76,test,096400026,9640
10,Y,2.0,-0.0027205448132008314,-3.775733232498169,1.7872554347826088,1.8475000000000001,1.76,1.83,test,096400026,9640
11,UW,2.0,-2.701267957687378,-9.089350700378418,1.8475000000000001,1.8675815217391305,1.83,2.18,test,096400026,9640
12,G,2.0,-7.603150367736816,-11.408843994140625,2.028233695652174,2.0483152173913046,2.33,2.39,test,096400026,9640
13,AH,1.6,-1.7840359210968018,-11.718941688537598,2.0483152173913046,2.068396739130435,2.39,2.63,test,096400026,9640
14,N,2.0,-9.884173393249512,-7.728745460510254,2.349538043478261,2.3696195652173913,2.63,2.77,test,096400026,9640
15,T,2.0,-10.834541320800781,-8.435998916625977,2.3696195652173913,2.3897010869565216,2.81,2.96,test,096400026,9640
16,R,2.0,-9.490267753601074,-11.646455764770508,2.5503532608695654,2.5704347826086957,2.96,2.99,test,096400026,9640
17,EY,1.2,-9.869500160217285,-13.370182991027832,2.5704347826086957,2.590516304347826,2.99,3.04,test,096400026,9640
18,N,1.2,-0.007134865969419479,-10.716638565063477,2.6306793478260873,2.670842391304348,3.04,3.07,test,096400026,9640
19,IH,0.0,-4.240547180175781,-7.166708469390869,3.052391304347826,3.0724728260869565,3.07,3.1,test,096400026,9640
20,NG,0.0,-0.4518737196922302,-9.24407958984375,3.092554347826087,3.1126358695652177,3.1,3.18,test,096400026,9640
0,IH,2.0,-7.168648719787598,-9.717485427856445,0.5830526315789474,0.6031578947368421,0.48,0.66,test,096400028,9640
1,T,2.0,-8.4558687210083,-10.340315818786621,0.7237894736842105,0.7438947368421053,0.66,0.72,test,096400028,9640
2,S,2.0,-0.26830053329467773,-7.966936111450195,0.7438947368421053,0.764,0.72,0.89,test,096400028,9640
3,AA,2.0,-0.00987135712057352,-11.703096389770508,1.2063157894736842,1.2264210526315789,0.89,1.14,test,096400028,9640
4,L,2.0,-1.4988205432891846,-8.508331298828125,1.2264210526315789,1.2465263157894737,1.14,1.26,test,096400028,9640
5,M,2.0,-0.001015975372865796,-8.771723747253418,1.2867368421052632,1.3269473684210527,1.26,1.41,test,096400028,9640
6,OW,2.0,-0.021267913281917572,-10.8300199508667,1.5481052631578947,1.5883157894736843,1.41,1.6,test,096400028,9640
7,S,2.0,-0.050680920481681824,-4.254795551300049,1.6285263157894736,1.6687368421052633,1.6,1.67,test,096400028,9640
8,T,2.0,-0.15463455021381378,-12.583805084228516,1.7692631578947369,1.7893684210526315,1.67,1.75,test,096400028,9640
9,P,2.0,-0.0014463926199823618,-10.461742401123047,2.0507368421052634,2.070842105263158,1.75,1.8,test,096400028,9640
11,S,2.0,-7.038994789123535,-10.589615821838379,2.352315789473684,2.372421052631579,2.3,2.47,test,096400028,9640
12,T,0.8,-9.727285385131836,-11.559856414794922,2.372421052631579,2.392526315789474,2.47,2.5,test,096400028,9640
13,Y,2.0,-0.09897563606500626,-6.7415924072265625,2.6136842105263156,2.674,2.5,2.67,test,096400028,9640
16,B,2.0,-0.0026072815526276827,-11.934290885925293,2.9956842105263157,3.015789473684211,2.87,3.02,test,096400028,9640
17,EH,2.0,-7.699240684509277,-12.191461563110352,3.136421052631579,3.1565263157894736,3.02,3.18,test,096400028,9640
18,D,1.6,-10.319744110107422,-11.882061958312988,3.1565263157894736,3.1766315789473687,3.18,3.3,test,096400028,9640
19,T,2.0,-0.005499471910297871,-9.437597274780273,3.3374736842105266,3.357578947368421,3.3,3.39,test,096400028,9640
20,AY,2.0,-0.3486540615558624,-11.753608703613281,3.518421052631579,3.5385263157894737,3.39,3.56,test,096400028,9640
21,M,2.0,-0.07748162001371384,-8.490592956542969,3.578736842105263,3.6189473684210527,3.56,3.72,test,096400028,9640
0,AE,2.0,-0.011147834360599518,-10.742294311523438,0.6413763440860215,0.6614193548387097,0.52,0.69,test,096470002,9647
1,T,1.4,-11.954412460327148,-12.284682273864746,0.6614193548387097,0.6814623655913978,0.69,0.72,test,096470002,9647
2,DH,2.0,-5.64257287979126,-11.504152297973633,0.7215483870967742,0.7415913978494624,0.72,1.0,test,096470002,9647
3,IH,2.0,-0.014029335230588913,-11.025675773620605,0.821763440860215,0.8418064516129032,1.0,1.16,test,096470002,9647
4,S,2.0,-0.023376015946269035,-8.698287963867188,1.1825376344086023,1.2226236559139785,1.16,1.32,test,096470002,9647
5,SH,2.0,-0.09363086521625519,-13.600177764892578,1.6836129032258065,1.7036559139784946,1.35,1.38,test,096470002,9647
6,IY,2.0,-0.018209602683782578,-13.68114185333252,2.064430107526882,2.104516129032258,1.38,1.41,test,096470002,9647
7,L,1.6,-0.001905888901092112,-11.697004318237305,3.407311827956989,3.4273548387096775,1.41,1.59,test,096470002,9647
9,F,0.0,-9.675348281860352,-11.83582592010498,3.6678709677419357,3.6879139784946235,1.62,1.9,test,096470002,9647
10,T,0.0,-10.397588729858398,-12.619206428527832,4.369376344086022,4.38941935483871,1.9,1.93,test,096470002,9647
12,N,2.0,-0.0014673429541289806,-11.987044334411621,4.830365591397849,4.850408602150537,1.96,2.18,test,096470002,9647
13,D,2.0,-0.03819059208035469,-12.732282638549805,4.970666666666666,4.990709677419355,2.18,2.22,test,096470002,9647
14,S,2.0,-0.0013203247217461467,-13.37445068359375,5.251268817204301,5.291354838709678,3.34,3.37,test,096470002,9647
15,IY,0.0,-11.735406875610352,-12.34394359588623,5.592,5.612043010752688,3.37,3.4,test,096470002,9647
16,M,2.0,-0.0012855607783421874,-12.120750427246094,5.652129032258064,5.672172043010753,3.4,3.74,test,096470002,9647
17,D,2.0,-0.0013371107634156942,-12.206793785095215,5.832516129032258,5.852559139784947,3.74,3.8,test,096470002,9647
18,K,1.6,-0.01467352919280529,-7.802945137023926,6.353634408602151,6.373677419354839,3.8,3.88,test,096470002,9647
19,W,0.4,-9.118985176086426,-11.095720291137695,6.614193548387097,6.634236559139785,3.88,3.92,test,096470002,9647
20,AY,0.0,-7.28439998626709,-11.987528800964355,6.834666666666667,6.854709677419355,3.92,4.45,test,096470002,9647
22,S,1.6,-1.0877044200897217,-12.612405776977539,7.696516129032258,7.7165591397849465,4.62,4.65,test,096470002,9647
23,AE,0.4,-11.424944877624512,-9.471429824829102,7.7165591397849465,7.736602150537634,4.65,4.8,test,096470002,9647
24,T,0.0,-0.0059927781112492085,-12.02849292755127,7.8368172043010755,7.856860215053763,4.8,4.83,test,096470002,9647
26,S,0.0,-4.247805595397949,-10.098608016967773,8.197591397849463,8.21763440860215,5.22,5.43,test,096470002,9647
27,F,0.0,-9.5474271774292,-13.622502326965332,8.418064516129032,8.438107526881721,5.43,5.46,test,096470002,9647
28,AY,0.0,-10.062849998474121,-12.984248161315918,8.458150537634408,8.478193548387097,5.46,5.69,test,096470002,9647
29,D,0.4,-0.008774652145802975,-11.62175464630127,8.598451612903226,8.618494623655915,5.69,5.87,test,096470002,9647
0,AH,2.0,-8.566637992858887,-10.418268203735352,0.7009180327868852,0.7209442622950819,0.51,0.78,test,096470003,9647
1,TH,0.0,-9.43914794921875,-9.067390441894531,0.7209442622950819,0.7409704918032787,0.78,0.81,test,096470003,9647
2,ER,0.4,-9.101896286010742,-11.67007827758789,0.7609967213114753,0.7810229508196721,0.81,0.84,test,096470003,9647
3,D,1.6,-3.8895421028137207,-12.93522834777832,0.8811540983606557,0.9011803278688524,0.84,0.89,test,096470003,9647
4,F,0.0,-10.915741920471191,-11.178291320800781,0.9612590163934426,0.9812852459016393,0.89,0.98,test,096470003,9647
5,IH,0.0,-6.699670791625977,-11.545302391052246,1.1214688524590164,1.1414950819672132,0.98,1.19,test,096470003,9647
6,N,0.0,-0.0012188536347821355,-7.063178062438965,1.1815475409836065,1.2216,1.19,1.35,test,096470003,9647
7,IH,0.0,-6.834441661834717,-11.015990257263184,1.9625704918032787,1.9825967213114752,1.35,1.61,test,096470003,9647
8,SH,0.0,-7.834697723388672,-13.404205322265625,2.142806557377049,2.1628327868852457,1.61,1.64,test,096470003,9647
9,T,0.0,-8.479469299316406,-11.674285888671875,2.2829901639344263,2.303016393442623,1.64,1.67,test,096470003,9647
10,W,2.0,-2.21943998336792,-12.850099563598633,2.9839081967213112,3.0039344262295082,2.01,2.04,test,096470003,9647
11,EH,1.6,-0.0701376348733902,-13.444445610046387,3.1841704918032785,3.224222950819672,2.04,2.11,test,096470003,9647
12,L,2.0,-2.0342764854431152,-11.93466567993164,3.364406557377049,3.3844327868852457,2.11,2.26,test,096470003,9647
13,DH,1.4,-9.312326431274414,-6.337060928344727,3.5446426229508194,3.5646688524590164,2.99,3.03,test,096470003,9647
14,EH,1.4,-0.009529376402497292,-8.622743606567383,3.704852459016393,3.7449049180327867,3.03,3.22,test,096470003,9647
15,R,1.4,-9.873004913330078,-10.358919143676758,3.8049836065573768,3.8250098360655738,3.22,3.48,test,096470003,9647
16,Y,2.0,-0.15333962440490723,-12.548126220703125,4.545954098360656,4.565980327868853,3.56,3.62,test,096470003,9647
17,UW,2.0,-0.17699623107910156,-13.56659984588623,4.646085245901639,4.706163934426229,3.62,3.65,test,096470003,9647
18,HH,2.0,-0.0011744149960577488,-11.441852569580078,4.846347540983606,4.8864,3.65,3.69,test,096470003,9647
19,AE,2.0,-0.0014919828390702605,-8.443502426147461,5.00655737704918,5.026583606557377,3.69,3.84,test,096470003,9647
20,V,2.0,-0.006204764358699322,-12.355735778808594,5.06663606557377,5.106688524590163,3.84,3.91,test,096470003,9647
21,IH,2.0,-2.8052520751953125,-10.540992736816406,5.347003278688525,5.367029508196721,4.49,5.41,test,096470003,9647
22,T,1.8,-3.4448962211608887,-9.210556983947754,5.467160655737705,5.487186885245902,5.41,5.62,test,096470003,9647
0,DH,1.6,-9.419187545776367,-11.74219036102295,0.5209386281588447,0.5409747292418773,0.5,0.56,test,096470004,9647
1,IH,2.0,-0.01742178574204445,-8.464628219604492,0.6611913357400722,0.6812274368231047,0.56,0.73,test,096470004,9647
2,S,2.0,-7.558350563049316,-10.560606002807617,0.7413357400722022,0.7613718411552347,0.73,0.9,test,096470004,9647
3,W,2.0,-10.53817081451416,-9.531201362609863,0.7613718411552347,0.7814079422382672,0.9,1.14,test,096470004,9647
5,Z,0.0,-6.996450424194336,-9.66646957397461,2.5245487364620938,2.5445848375451265,1.73,1.76,test,096470004,9647
6,L,1.6,-1.5783984661102295,-8.3114652633667,2.584657039711191,2.604693140794224,2.56,2.77,test,096470004,9647
7,AY,0.0,-7.760558605194092,-10.871561050415039,2.744945848375451,2.764981949458484,2.77,2.81,test,096470004,9647
8,K,1.6,-0.0009869104251265526,-12.387216567993164,2.9653429602888086,3.0054151624548737,2.81,2.84,test,096470004,9647
9,S,1.6,-0.0008108903421089053,-8.189783096313477,3.205776173285199,3.225812274368231,3.16,3.31,test,096470004,9647
10,T,0.4,-0.0027022771537303925,-9.79646110534668,3.3660649819494584,3.386101083032491,3.31,3.4,test,096470004,9647
11,R,0.4,-10.613821983337402,-12.709319114685059,3.5263537906137183,3.546389891696751,3.4,3.43,test,096470004,9647
12,AY,0.0,-9.872767448425293,-13.775931358337402,3.546389891696751,3.5664259927797834,3.43,3.46,test,096470004,9647
13,K,1.2,-0.0009912106906995177,-12.894763946533203,3.7467509025270758,3.7667870036101085,3.46,3.49,test,096470004,9647
14,IH,0.0,-0.24167025089263916,-10.906471252441406,4.207581227436823,4.247653429602888,3.49,3.59,test,096470004,9647
15,NG,0.0,-0.005206003785133362,-13.355608940124512,4.247653429602888,4.267689530685921,3.59,3.65,test,096470004,9647
16,DH,0.0,-8.750697135925293,-11.884033203125,4.267689530685921,4.287725631768953,4.13,4.16,test,096470004,9647
17,EH,0.0,-10.291187286376953,-10.761726379394531,4.387906137184116,4.4079422382671485,4.16,4.32,test,096470004,9647
18,R,0.0,-9.446249961853027,-12.750295639038086,4.4079422382671485,4.42797833935018,4.32,4.37,test,096470004,9647
19,F,0.0,-11.436415672302246,-11.913029670715332,4.468050541516246,4.488086642599278,4.37,4.42,test,096470004,9647
20,L,1.2,-0.43283072113990784,-7.122358322143555,4.588267148014441,4.608303249097473,4.42,4.65,test,096470004,9647
21,AE,1.6,-0.2431088387966156,-11.41711139678955,4.768592057761733,4.788628158844765,4.65,4.82,test,096470004,9647
22,G,1.2,-8.176886558532715,-13.223760604858398,4.948916967509025,4.968953068592058,4.82,4.86,test,096470004,9647
0,B,2.0,-0.004050029441714287,-0.004050029441714287,0.5212225705329153,0.541269592476489,0.52,0.55,test,096470005,9647
1,OW,2.0,-0.005155295133590698,-9.413445472717285,0.661551724137931,0.7016457680250783,0.55,0.75,test,096470005,9647
2,TH,1.2,-0.00439914595335722,-11.358352661132812,0.7818338557993729,0.8018808777429466,0.75,0.97,test,096470005,9647
3,G,2.0,-0.08245936781167984,-9.046942710876465,0.9823040752351097,1.0023510971786833,0.97,1.03,test,096470005,9647
4,ER,0.4,-8.169232368469238,-12.633092880249023,1.1226332288401253,1.1426802507836988,1.03,1.18,test,096470005,9647
5,L,0.8,-10.301568984985352,-10.732271194458008,1.2228683385579935,1.2429153605015673,1.18,1.29,test,096470005,9647
6,Z,1.2,-2.5466256141662598,-11.12739372253418,1.3030564263322884,1.3431504702194357,1.29,1.49,test,096470005,9647
7,K,1.6,-0.0010049609700217843,-8.999232292175293,1.5837147335423196,1.623808777429467,1.57,1.7,test,096470005,9647
8,AA,0.0,-0.004027827177196741,-10.279576301574707,2.325454545454545,2.3455015673981188,1.7,1.73,test,096470005,9647
9,L,0.0,-0.001404930604621768,-9.35718822479248,2.3655485893416923,2.40564263322884,1.73,1.87,test,096470005,9647
10,D,1.2,-6.938774585723877,-10.333210945129395,2.465783699059561,2.4858307210031345,1.87,2.02,test,096470005,9647
11,AW,2.0,-10.162205696105957,-12.514613151550293,2.566018808777429,2.5860658307210027,2.15,2.42,test,096470005,9647
12,T,1.8,-8.870904922485352,-10.864212036132812,2.7263949843260185,2.746442006269592,2.42,2.58,test,096470005,9647
